gps,date_carnet,heure_carnet,easting,northing,altitude,espece,signe,type,partie_consommee,nid_arboricoles,nid_terrestres,nombre,foret,age_jours,chef_equipe,equipe,famille_gorille,commentaire
110,2024-11-27,14:04,556962,9837584,621 m,Gorille,Nourriture,Marantochloa congensis,Tige,0,0,0,F.P,2,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
111,2024-11-27,14:08,556983,9837597,623 m,Gorille,Nourriture,Musa sapientum,Moelle,0,0,0,F.P,2,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
112,2024-11-27,14:18,556963,9837620,625 m,Gorille,Nourriture,Elaeis guineensis,Fruit,0,0,0,F.P,2,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
113,2024-11-27,14:24,556851,9837694,628 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,2,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
114,2024-11-27,14:30,556823,9837771,622 m,Gorille,Nid,Nuit,,15,3,18,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
115,2024-11-27,14:39,556792,9837849,623 m,Gorille,Nourriture,Marantochloa congensis,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
116,2024-11-27,14:51,556677,9837800,652 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
117,2024-11-27,14:57,556569,9837803,638 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
118,2024-11-27,15:11,556545,9837801,630 m,Gorille,Nid,Nuit,,16,2,18,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
119,2024-11-28,12:55,556400,9852653,594 m,Riviere,Traverse,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,Inyamasa
120,2024-11-28,13:25,556452,9853654,593 m,Riviere,Traverse,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
121,2024-11-28,14:13,557662,9855680,589 m,Riviere,Traverse,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
122,2024-11-28,14:18,557840,9855696,589 m,Riviere,Traverse,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
123,2024-11-28,14:28,558071,9856100,586 m,Buffle nain,Trace,,,0,0,1,F.P,6,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
23,2024-11-19,16:13,555301,9839245,623 m,Riviere,Observe,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
652,2024-11-17,10:53,557999,9860230,586 m,Riviere,Beach,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,Actif
653,2024-11-17,11:57,557173,9860470,591 m,Chimpanze,Cri,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
654,2024-11-17,12:16,556093,9860337,593 m,Cercopithecus hamlyni,Vu,,,0,0,3,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
655,2024-11-17,12:33,555624,9860558,578 m,Riviere,Traverse,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,Kaindamaso
657,2024-11-18,9:40,554823,9860319,599 m,Leopard,Start,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
658,2024-11-18,9:55,554484,9860184,594 m,Cercopithecus hamlyni,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
659,2024-11-18,10:05,554295,9860140,599 m,Leopard,Vu,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
660,2024-11-18,10:20,553850,9859994,607 m,Cephalophe a dos jaune,Crotte,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
661,2024-11-18,10:31,553608,9859805,591 m,Cercopithecus hamlyni,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
662,2024-11-18,10:50,553119,9859612,606 m,Bongo,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
663,2024-11-18,10:55,553054,9859675,604 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
664,2024-11-18,11:10,552771,9859825,604 m,Leopard,Crotte,,,0,0,1,F.P,3,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
665,2024-11-18,11:23,552610,9859938,605 m,Cephalophe monticola,Crotte,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
666,2024-11-18,11:55,552617,9860160,591 m,Chimpanze,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
667,2024-11-18,12:06,552745,9860178,605 m,Bongo,Trace,,,0,0,1,F.P,3,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
669,2024-11-18,12:39,553088,9859637,607 m,Cercopithecus denti,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
670,2024-11-18,12:50,553325,9859642,604 m,Chimpanze,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
671,2024-11-19,9:41,553094,9859619,607 m,Position,Start,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
672,2024-11-19,9:50,552800,9859458,606 m,Riviere,Beach,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,Actif
674,2024-11-19,10:17,552665,9858987,605 m,Cercopithecus denti,Vu,,,0,0,9,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
675,2024-11-19,10:28,552837,9858674,607 m,Cephalophe monticola,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
676,2024-11-19,10:46,552799,9858521,600 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
678,2024-11-19,11:06,552532,9858201,582 m,Cercopithecus hamlyni,Vu,,,0,0,4,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
679,2024-11-19,11:14,552348,9858199,584 m,Chimpanze,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
680,2024-11-20,11:11,553581,9858819,599 m,Cercopithecus denti,Vu,,,0,0,5,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
681,2024-11-20,11:19,553467,9858646,598 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
682,2024-11-20,11:31,553048,9858533,600 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
683,2024-11-20,11:41,553076,9858520,597 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
684,2024-11-21,9:59,553079,9858522,588 m,Position,Start,,,0,0,0,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
685,2024-11-21,10:06,553067,9858414,591 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
686,2024-11-21,10:43,553007,9858461,598 m,Chimpanze,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
688,2024-11-21,11:09,552597,9858135,584 m,Buffle nain,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
689,2024-11-21,11:17,552556,9857987,586 m,Cephalophe a dos jaune,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
690,2024-11-21,11:26,552429,9857849,580 m,Cephalophe monticola,Trace,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
691,2024-11-21,11:36,552412,9857783,580 m,Riviere,Traverse,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
692,2024-11-21,12:06,552357,9857870,579 m,Buffle nain,Vu,,,0,0,8,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
693,2024-11-21,12:12,552241,9857881,580 m,Cercopithecus denti,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
694,2024-11-21,12:19,552126,9857969,587 m,Bongo,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
695,2024-11-21,13:20,552188,9858174,591 m,Cercopithecus mitis,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
697,2024-11-22,10:17,552294,9858184,647 m,Position,Start,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
699,2024-11-22,10:33,552377,9858485,635 m,Cercopithecus denti,Vu,,,0,0,8,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
700,2024-11-22,10:43,552276,9858566,621 m,Chimpanze,Trace,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
701,2024-11-22,10:49,552286,9858720,604 m,Cephalophe dorsalis,Crotte,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
702,2024-11-22,11:00,552215,9859039,610 m,Cephalophe monticola,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
704,2024-11-22,11:29,551951,9859390,603 m,Bongo,Trace,,,0,0,1,F.P,4,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
705,2024-11-23,10:06,551941,9859390,642 m,Position,Start,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
706,2024-11-23,10:14,551880,9859489,629 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
707,2024-11-23,10:25,551652,9859501,622 m,Cercopithecus denti,Vu,,,0,0,12,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
709,2024-11-23,10:48,551260,9859838,592 m,Cercopithecus mitis,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
710,2024-11-23,11:03,551038,9859968,582 m,Riviere,Traverse,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,Kaata
711,2024-11-23,11:17,551077,9860254,594 m,Chimpanze,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
712,2024-11-23,11:39,551562,9860403,603 m,Potamochere roux,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
713,2024-11-23,12:00,551726,9860400,604 m,Gorille,Nid,Nuit,,2,3,5,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
714,2024-11-23,12:16,552071,9860472,603 m,Pangolin geant,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
715,2024-11-23,12:31,552349,9860307,604 m,Cephalophe a dos jaune,Trace,,,0,0,1,F.P,3,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
716,2024-11-23,12:39,552431,9860167,600 m,Potamochere roux,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
717,2024-11-24,10:33,552425,9860171,654 m,Position,Start,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
718,2024-11-24,10:51,551969,9860468,638 m,Potamochere roux,Trace,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
719,2024-11-24,11:10,551454,9860563,606 m,Cephalophe a dos jaune,Trace,,,0,0,1,F.P,3,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
720,2024-11-24,11:19,551427,9860656,608 m,Cephalophe a dos jaune,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
721,2024-11-24,11:41,551416,9860769,605 m,Chimpanze,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
722,2024-11-24,11:57,551477,9861151,606 m,Cercopithecus denti,Vu,,,0,0,10,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
723,2024-11-24,12:09,551581,9861293,608 m,Pangolin geant,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
724,2024-11-24,12:24,551739,9861448,605 m,Potamochere roux,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
725,2024-11-24,12:34,551922,9861437,604 m,Cephalophe monticola,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
727,2024-11-24,13:10,552161,9860939,598 m,Leopard,Crotte,,,0,0,1,F.P,3,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
728,2024-11-24,13:26,552190,9860496,601 m,Chimpanze,Cri,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
729,2024-11-25,9:48,550887,9859918,589 m,Position,Start,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
730,2024-11-25,9:58,550815,9859738,573 m,Cercopithecus denti,Vu,,,0,0,6,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
731,2024-11-25,10:08,550589,9859621,579 m,Cephalophe dorsalis,Crotte,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
733,2024-11-25,12:30,550691,9859336,579 m,Cephalophe a dos jaune,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
734,2024-11-25,12:44,551101,9859164,587 m,Potamochere roux,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
735,2024-11-25,12:59,551519,9858908,572 m,Cephalophe monticola,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
736,2024-11-25,13:36,551840,9859197,600 m,Cephalophe dorsalis,Crotte,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
737,2024-11-25,13:43,551960,9859304,600 m,Potamochere roux,Trace,,,0,0,1,F.P,3,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
738,2024-11-26,13:55,554869,9860471,603 m,Position,Pluie,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
739,2024-11-27,8:50,553479,9858657,592 m,Position,Start,,,0,0,0,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
740,2024-11-27,8:59,553637,9858258,598 m,Chimpanze,Trace,,,0,0,1,F.P,3,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
741,2024-11-27,9:08,553462,9857800,606 m,Cephalophe a dos jaune,Vu,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
742,2024-11-27,9:18,553604,9857745,604 m,Potamochere roux,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
743,2024-11-27,9:25,553710,9857694,604 m,Cercopithecus denti,Vu,,,0,0,7,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
744,2024-11-27,9:35,553865,9857640,612 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,3,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
745,2024-11-27,9:46,554038,9857501,613 m,Potamochere roux,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
746,2024-11-27,9:51,554120,9857437,611 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
747,2024-11-27,10:05,554419,9857345,604 m,Cercopithecus hamlyni,Vu,,,0,0,5,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
748,2024-11-27,10:26,554899,9857313,601 m,Cephalophe monticola,Trace,,,0,0,1,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
749,2024-11-27,10:43,555317,9857483,614 m,Chimpanze,Trace,,,0,0,1,F.P,2,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
750,2024-11-27,10:53,555787,9857468,610 m,Potamochere roux,Trace,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
752,2024-11-27,11:31,556636,9858988,596 m,Leopard,Crotte,,,0,0,1,F.P,1,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
753,2024-11-27,11:42,557035,9859042,584 m,Cercopithecus mitis,Vu,,,0,0,14,F.P,0,P002,"Aluta Michel Vincent, Odakifa Mwendambali, Journaliers Mussa Ramazani, Bobenga Bandima",Inamahasa,
347,2024-11-04,11:01,566105,9843022,621 m,Gorille,Nid,Nuit,,5,30,35,F.P,0,P006,"Abegendo Prosper, Akilimali Bokongo, Mwani Kankangi, Journalier Celestin",Odakifa,
311,2024-11-18,9:18,556611,9854214,625 m,Position,Start,,,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
312,2024-11-18,9:21,556622,9854268,622 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
313,2024-11-18,9:24,556645,9854343,615 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
314,2024-11-18,9:30,556678,9854417,613 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
315,2024-11-18,9:31,556676,9854478,612 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
316,2024-11-18,9:34,556672,9854569,619 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
317,2024-11-18,9:42,556599,9854775,613 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
318,2024-11-18,9:50,556591,9854986,630 m,Gorille,Nourriture,Landolphia buchananii,Fruit,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
319,2024-11-18,9:55,556590,9855107,633 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
320,2024-11-18,10:01,556568,9855254,623 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
321,2024-11-18,10:13,556492,9855456,624 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
322,2024-11-18,10:22,556465,9855622,616 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
323,2024-11-18,10:33,556504,9855822,621 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
324,2024-11-18,10:41,556507,9855952,621 m,Gorille,Nourriture,Landolphia buchananii,Fruit,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
325,2024-11-18,11:05,556617,9856163,602 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
326,2024-11-18,11:18,556651,9856250,605 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,2,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
327,2024-11-18,11:36,556648,9856416,617 m,Gorille,Trace,,,0,0,0,F.P,1,P030,"Baeli Sisyanyongo, Sanga Mapoli, Journaliers Yeremia Mafutala, Saley Kiuti",Idumba,
